Término,Frecuencia
con mentalidad violenta,1
no me anden asiendo panchos porque los busco en caliente,1
ii enfermo estoy de la mente,1
por eso seguiré activo,1
yo cuento,1
que bonitos inmortales,1
soy sanguinario efectivo,1
de alto nivel de torturas quemaduras de extorciones,1
de masacrar,1
me dicen maniaco enfermo,1
por eso seguire activo destripando mas cabezasz,1
yo cuento con esos tres,1
el valor te da poder,1
que bonitos inmortales asesinos,1
la darías por mi no me hubieras dicho,1
mentiras bonitas que me ilusionaron mentiras bonitas que me conquistaron,1
carin leon,1
a esos los tengo contados,1
mes de mayo,1
hermano mago te adelantaste te juro nunca te he de olvidar,1
ahí va un abrazo para el señor música,1
sierra rifle,1
marquele compa bambam,1
que yo busco el mejor porvenir,1
solo la verdad,1
los corrientes no me gustan,1
por esas mentiras,1
por el freeway chicotiado,1
la vida es una hay que vivirla al mil que ruja el motor del infinity,1
y al amigo hecho la mano,1
de muy morro recio la viví,1
la envidia la hago pa' un lado,1
y hoy me está,1
yo me vi,1
y como amigo,1
cuando no se quieren alinear,1
un saludazo para su gente,1
aquí la mayiza,1
son mis gustos preferidos,1
gdl voy siempre,1
si me castigo,1
entre mi sangre yo te llevo tormento,1
yo quiero quedarme,1
que yo sin ti,1
"hoy que, por fin",1
pero no regresen,1
no me invites a tu boda llévatela,1
como amigos que hemos sido,1
la mujer que yo más quiero este día será tu esposa,1
de verdad,1
ahí quedo mi viejo,1
al cien por ciento con el señor ahí,1
yo soy el meño,1
ángela buenas noches,1
cielo gris,1
de mis gustos un tahoe,1
solo me estabas,1
para ti,1
yo te sigo recordando,1
pero sin ti yo no puedo,1
de igual manera te ibas a marchar intenté,1
"me ilusionas y enamoras te marchas, me abandonas porque me ilusionaste si no ibas a quedarte",1
como tú ya no hay otra eres tú como una droga adictiva,1
de ti aprendí muchas cosas,1
compartimos mil historias quedarán,1
de mi cabeza,1
la vida eterna eras para mí pago,1
de mi mente no te sales sigo,1
pero daño me has causado sufriendo me has dejado porque tú me has,1
por tu amor estar pensando,1
como las extraño,1
soy un desgraciado mentiras bonitas como me hacen falta,1
yo ilusionado en tus besos,1
mi vida has hecho un desorden,1
y soy bravo,1
me duele que me abandones,1
siempre cocos,1
y para el coco,1
de sinchos,1
sufrí tu amor,1
me enamoré de ti sin yo saber que,1
y yo imaginé,1
te hice tantas canciones soporté falsos amores solo pensando y pensando un futuro imaginando esto,1
lo que yo estoy viviendo,1
prendo el baby pa’ inspirarme solo estoy escribiendo,1
aún no he podido olvidarte,1
pretendí recuperarte y no pusiste de tu,1
me dolería,1
tal vez por eso no quiero salir,1
lo que me duele de verte feliz,1
con otro verte,1
phoenix un amigo pidió ayuda,1
de algo hay que morirse me faltaste,1
siempre fui pa' delante,1
yo sé que varios,1
tu amigo markitos toys,1
con mucho cariño y respeto,1
hasta onde ti,1
el chapo guzmán!,1
pero sigo firme,1
solo recibía órdenes de,1
porque estando afuera miedo me tenían a mí estar,1
que me quiero casar,1
una mancha de verdes,1
que me quiero casar ando en busca de mi vieja pa' este viejo rancherón rancherita,1
a dónde tú vas yo fui,1
me dejas la soledad,1
tú quieres probar la miel,1
no arrimes tu corazón,1
de la puerta,1
me persigue tu sombra,1
que anduvimos dando guerra,1
culiacán la urus,1
yo sé quién,1
conocí el ambiente,1
del amor siempre gane la partida y en cada,1
nuvea illucion,1
y me sonrio la vida,1
pues cambio mi vida,1
una muchachita me enamore de su cuerpo hermoso,1
me refiero a ti,1
me refiero a ti buen hombre,1
que mi juventud te llene de amor mi vida te doy viejo,1
me refiero a ti mi querido padre,1
me acaricio con sus ramas,1
soy néstor isidro,1
le mando un abrazo,1
a mis viejos los voy,1
yo sabía lo que me iba a costar ya,1
siempre bien vestido,1
al correr de los años,1
he pensado olvidarte,1
si tu me quisieras he llorado al pensar,1
la sola idea de prescindir de ti me,1
me odio en mi fracaso,1
la colonia,1
por eso ando caminando pa' delante y ahora sí vamos pa' arriba,1
me apodan el y,1
tal vez fue por suerte,1
porque me miraron que no tenía un peso,1
me cuido de dónde vengo,1
cartel music!,1
por eso ando caminando pa' delante a pesar de muchas caídas ¡,1
sí son mis amigos,1
no me quedaba de otra,1
con mucho billete,1
género billete verde pa' moverme,1
solo porque ven feria,1
,1
porque mi voluntad no me responde,1
me aterra la verdad de mi,1
si te falta un consuelo he pensado en la vida,1
una llanta cambiaba jamas,1
o negandote,1
no mirabas el llanto que mis ojos,1
nuestras vidas,1
no pensaste que el tiempo,1
no sabias el dolor,1
ya sabias que te traiba muy dentro de mi alma,1
como cuando llegaste a cambiar mi destino,1
te arrastre conmigo esperando la noche al,1
me persigue tu sombra esperando,1
he pensado olvidarte a correr de los años,1
si tu me quisieras he llorado en pensar que mi vida te sobra,1
cada quien tiene un tiempo,1
mi niña,1
con una sonrisa y un gallito,1
luego fui del vago pistolero,1
porque yo fui lo sigo siendo y lo seré,1
lo siento por él pero más por ti él te compró,1
pero no el deseo porque yo fui lo sigo siendo y lo seré,1
que me borres,1
paso por ti pa' que no andes,1
duko puеs,1
prendo un phillie,1
"solo dime, dime",1
no preguntes cuánto cuesta,1
no acepto un no por,1
tal vez hubiera sido diferente,1
estuvieras conmigo,1
tal vez no debí haber sido tan sincero mejor te,1
no te emocioné al decirte algún te quiero con mis besos,1
lo siento eso,1
ya no quiero volverte a ver luego vas a querer volver,1
las plebes solo,1
ya no mandes mensajes reclamando si me viste con alguien,1
no te basto,1
la nena,1
"te vuelva loquita, baby",1
dime tú,1
no pienso dejarte con aquel bobo,1
por calles de la hidalgo,1
pero yo lo escuchaba,1
te gustan los mafiosos,1
tu vestido combina,1
tú fendi,1
"junto a ti, yo y mi cuernón",1
y voy paseándote,1
si te pones de coqueta,1
tu gatito dormidito,1
van gogh,1
jacob & co.​​ un jacob,1
por ti les doy block vivo,1
no perderé mi tiempo,1
duko pues,1
no me veas,1
que no te pueda olvidar,1
tú seas muy feliz,1
gracias a esa gente,1
antes de ti la neta,1
y me das un ah,1
todas las mañanas tú,1
yo quiero estar contigo,1
hasta el fin del mundo,1
yo me voy contigo,1
interludio me,1
la tormenta,1
el sentimiento de amar no,1
con una obsesión inmensa,1
gracias madrecita,1
lo que no se olvida aquella muchachita,1
ven otros relojes,1
rancho quiero,1
el tiempo a pasado bonitos tiempos,1
los llevo en mi mente yo sé muy bien quienes,1
extraño amor,1
no sabía qué era el amor,1
tú seas muy feliz ¡el amorshhh!,1
por ti daría,1
ya no puedo soportarlo mejor me voy sin decirte nada se acabó ese tonto que todo te aguantaba,1
y te reías de mi pero,1
si al meche,1
la traigo conmigo y yo atraigo mi brillo,1
pura chucky bien cajeta que me miro muy niño,1
la lavadichi también de la rosa pa las fresas,1
aquí en la capi yo tengo de sobra,1
hay tengo mota bendita,1
saco el m4,1
no me distraigo en voltear a los lados,1
pues este veneno que me trae ondeado va pa' largo vegetal,1
bien calmadon,1
su 4 5,1
con tu mirada,1
mar a,1
te tiraste la barbie,1
te lo meto de 3,1
merci compa mundial,1
los aviles,1
si piensas abandonarme mejor,1
los felix,1
y me van a faltar mas,1
se los vuelvo,1
por hay me toco mirar haya,1
entre ellos hacen sus fiestas,1
algunos conviven,1
los mezas,1
le gusta mucho el dinero,1
de los diaz,1
de la talla de zambada,1
de un equipo,1
culiacan no,1
los juniors,1
los chaidez,1
beltran los aviles,1
eres rosa de algodón que vives,1
de ver a mi corazón,1
enredado con el tuyo eres rosa de castilla,1
pero la verdad no sé,1
los tucanes,1
rodeo drive,1
las mejores barbies las encuentro,1
y allá con los japoneses,1
gucci louis vuitton,1
y pa' pasar un buen rato,1
soy el r,1
amigos de la infancia también me dicen el solo,1
los cinco continentes me los eh,1
ya nadie me cuenta,1
los lujos,1
5 7,1
los versos de los laureles,1
la perdición de los hombres,1
mejor me,1
"de la talla de zambada, de los diaz",1
ahí nos miramos al rato,1
guardados la,1
finix chavo,1
de gonzalo,1
pura escolta,1
por mi apa soy protegido,1
yo soy serafin zambada muy orgullosos lo digo voy,1
por si quieren atorarle aquiles diré mi nombre,1
por mis venas corre sangre de mi padre el m grande por el flaco me conocen,1
yo no ocupo,1
todos me han de conocer,1
muchos saben cómo soy,1
no molesten a mi padre porque me enciendo y cuidado,1
dea vicentillo,1
de expander el virus antrax a mí me dicen el 10 pero me llamo vicente todos,1
ismael zambada nos,1
pero dos días,1
su madrecita lloraba sin consuelo en el panteón,1
de manuel,1
así somos los mayitos,1
f458 el ferrari,1
el que se pase de vivo,1
aquel día del huracán al,1
pues empezamos de abajo con echos,1
a la gente,1
y entre copas de whisky la suerte,1
poker texas ya,1
por las vegas,1
los dos parte del virus,1
el mentado chino r administrando,1
cargan los jeeps empolvados,1
por la ruta asta la sierra y,1
con los emblemas del virus en el rojo,1
circulando en culiacan,1
que culiacán,1
somos los hijos del mayo,1
al panteón,1
el recodo conejitas,1
por eso le echaron ojo,1
thiagz ¿messi,1
la empresa tiro la orden,1
un cuernito de disco,1
un toqué tony montana,1
otros andan rasurados,1
suizo unos,1
el ivan,1
les explico en el camino deben,1
los detalles,1
ni menos de quien los cuida,1
para hacer aquel trabajo mil kilos de colombiana,1
son gente muy educada,1
todo tranquilo patrón saludan,1
con los hijos del señor como,1
me cuadro,1
el patrón brinda con ellos,1
el departamento de quejas hace,1
y el cuernito,1
y al bajarme me respondieron con plomo,1
la perra andaba ardida,1
dos diablitos,1
el rojito,1
son pilotos al volar jovenes,1
porque uno es de,1
como todo sinaloenses les facina echar balazos,1
para recivir la orden de armas pa los enemigos,1
siempre los miran,1
con radios y celular pistola y cuernos de chivo,1
ahí sonaba el rescate,1
la cinco punto once,1
acá en el cielo yo siempre voy a cuidarlas,1
renata junto,1
pero lo que mas amaba,1
mil cosas,1
señor vicente zambada lo,1
bin laden,1
anillos calaveras,1
que iglesias pa rezar,1
alemán aquí,1
con puro rifle,1
soy el f1,1
los cincuenta empotrados rifles,1
porque los arremangamos,1
me gusta llevar el frente comando,1
listos pa’ dar guerra,1
cara cáiganle,1
los comanda el güero reina,1
todo coordinado aquí les doy santo,1
de droga,1
aún él dormía en cama lo conectan con quintero dicen,1
le descubrieron la coca,1
un día por la mañana,1
de mexicali,1
mota ahí,1
al salir de,1
de ponerlos en,1
marinos camuflajeados no,1
flaco le,1
ivan van,1
la súper,1
que se matan,1
patrullando culiacán,1
ni el trabajo de oficina,1
con un rifle en la mano,1
cuando han visto un niño bueno,1
los mitotes,1
hoy voy a agarrar la jarra,1
mis respetos pa’ don mayo pa’ los primos de los mayos andamos pendientes cuidando los ranchos carnal márcale,1
con el sombrero,1
la mirada,1
lo vengo escalando,1
de hace muchos años,1
el puesto me lo he ganado,1
no todo el tiempo hay tormentas a,1
sin presión alguna,1
por qué me quitas la vida ¿no te importa ver llorar a nuestra madre querida?,1
le disparó tres balazos y,1
el potrerillo porque,1
por las jabalinas calibre 50,1
sin tanto arguende,1
de sus consejos,1
por darme crianza,1
le doy las gracias a mi viejo,1
plaza todos,1
muy bien custodiado,1
todos van al mando del que,1
todos traen la pila,1
el motivo,1
brooklyn me les fui del altiplano,1
no se me aguiten,1
buenas destrampadas que me fui a pegar ahí en el rancho,1
siempre me gustó pistear,1
solo queda recordar aquella superona,1
si hubiera portado coquette créanme,1
ya no me dio tiempo para reaccionar,1
rebobinando se me vienen los recuerdos,1
cuando era niño,1
fui millonario,1
cómo quisiera jugar fut allá en el barrio,1
joel graba,1
tolo y,1
de los corridones,1
para que relampaguees,1
yo tengo mucho dinero,1
me dijeron que estás prieta,1
si quisiera una gordita,1
por ahí dicen que eres flaca,1
cuando no me veas me tientas,1
yo te quiero pa' mi esposa,1
al saber,1
,1
yo mis raíces las presumo,1
con la familia,1
no’más chavalones puro chavalito,1
brooklyn me les fui del altiplano no,1
fui brazo de los herederos,1
somos 100% chapiza,1
con el cocaíno me puse,1
andamos altiro,1
si me siento enfermo me vuelvo,1
con un periquito me pongo,1
con un cigarrito me puse relax,1
no se me atraviesen pues les pesara,1
somos sanguinarios no voy a,1
disfruto yo mi riqueza,1
la cría,1
una ubicación exacta,1
la dirección,1
sin nombre tan solo claves,1
por que ese nos es mi royo,1
un general es mi compadre,1
los años con los cachanillas desde,1
de avos lados,1
bien arremangados,1
no ay pedo síguele,1
iván tenemos,1
y me tercio mi cuerno,1
el chapo les,1
pero un abrazo le mando a mi gente,1
qué bonita vida,1
agüites mija,1
si ando borracho,1
el morralito atrás cargando un dineral traigo,1
puro jonathan caro pendiente,1
una plebita y yo ala orilla del mar,1
con el cocaíno,1
con linda mujeres me paso,1
mi 45,1
de cachucha y lentes,1
con pechera negra,1
calibre 40,1
si me andan buscando horita los encuentro,1
que tu vato,1
antro malandro,1
destrampar un electro,1
con buchananns de cien años y champagne de los mejores,1
por que se pasean gustosos en enormes caravanas de puros carros placosos,1
ya juntos son un peligro,1
todos del mismo negocio,1
con su ropa marca ed hardy y un malverde,1
el reloj tiene diamantes que,1
con dos muñecas muy lindas son los gustos del señor un rosario todo de oro,1
con los rines veintidós todas las vistas cromadas,1
,1
felix rumbo alas vegas nevada,1
chico rivera,1
baja california,1
que su madre le,1
lo ataron y se les,1
bermejillo amarillo,1
vamos a robar,1
luciendo las bellas damas arriba del quemacocos,1
un r-15 terciado,1
un oscuro y un jobero,1
las dos plebes,1
dos hombres estaban muertos,1
estado de michoacán,1
ya llegaron los mayitos tmb ivan archivaldo oviguio,1
la fiesta baraja,1
lo e aprendido de vicente,1
chapo faltan,1
muy unidos,1
salió el chapito,1
de tal palo,1
aprendiendo de sus padres,1
somos dinastías de grande,1
los angeles ni se diga con amigos,1
arizona muy,1
a washington,1
para lo que se le antoje pa las vegas,1
vía martín,1
robaron guanaceví ellos,1
saco la paca,1
un cigarro pa'l estrés,1
siempre dos o tres al lado de él,1
"ay, mamá pura doble p",1
gelato van,1
no hay mentiras,1
que a mí me,1
pedaceé ahora,1
las mujeres a mí me,1
la moda a mí me gusta saco la paca,1
quien me cuida no duerme,1
du porte,1
can-am san felo,1
me pego un pase arriba del,1
el padrino leo,1
el padrinito toys ahí,1
las mujeres que me usan pero de más las disfruto yo pero de más las disfruto yo y su compa,1
me hacen valer jale,1
me suena,1
el marro lo,1
michoacán ala raza,1
michoacán ralis,1
por lo que pueda pasar se va miguel esquivel va,1
te la tienes,1
a diario,1
′remy martín,1
con las hembras más bonita y las mejores bebidas toma,1
les gusta gozar la vida,1
no le temen a la muerte ni tampoco la prisión alegre,1
a los hombres de valor,1
alcalde de meritó,1
israel ruelas,1
qué no le teme al peligro,1
polmano rosas,1
miguel esquivel,1
ya lo tengo permitido,1
alje paso,1
los cuernos se oien tronar cuando el jefe esta de fiesta,1
se van a topar con piedras sus terrenos,1
me besa al manejar,1
sin olvidar de,1
pues ami,1
ángel tumbado estamos,1
aquí todos traen camiseta negra,1
con el patron y una r pendiente,1
para relajar la mente,1
ellos andaban errados estaban equivocados a un dios,1
los vidrios rápido,1
pero en la vida todo se paga,1
lady gaga no,1
no te preocupes por la lana,1
oscar maydon!,1
mi güerita flow rockstar ¡ea! pa,1
tú eres madonna,1
no me asustan esos don nadie,1
y ahí,1
no nos falta el respeto aquí somos fieles pilas pa' cualquier,1
andamos alertos pa,1
fui trampero,1
aora puros cabezon,1
cristo me,1
mis hermanos yo,1
por que esto me causa dolor,1
porque esto me causa dolor,1
malamente estoy perdiendome,1
dime si mequieres,1
por darlo todo cuándo me necesitabas vacío me quedé sacrifique,1
por darlo todo cuándo me necesitabas vacío,1
lo siento mucho,1
que no duerme al escuchar te irás porque no,1
de ser el payaso triste,1
me cansé de todo siempre a tu manera,1
la función termina me agotó la espera,1
yo me aferro mientras tú haces malabares,1
me ise sinverwenza,1
yves saint laurent,1
jasiel nuñez ye-eh-eh,1
no me hago menos tampoco grande valores,1
por esa ingrata mujer,1
para ir a ver a mi chata,1
plata quiero,1
macario romero decía macario romero oiga,1
dios a,1
de esas que matan por paga,1
las hadas,1
de allá del rancho,1
estos me quitan la vida,1
si no ha sido su valor,1
decía don macario leyva venga,1
ese tigre ya callo,1
el dinero esta en la bolsa,1
demostrando a la señora que,1
le contesto la señora,1
macario el del rancho ganadero,1
el general le contesta,1
romero hija,1
varios me dicen que yo ya he cambiado,1
lo conozco del sombrero,1
porque los mentirosos abundan y no les creo,1
ponían el pie,1
puras palabras,1
y qué loco,1
y la pasamos chido,1
varios me dicen que yo ya hе cambiado,1
todo made in paris,1
solamente pa' aprender,1
cinco balazos,1
lo siguió la policia,1
eso no merezco yo le,1
le formaremos un baile,1
si todos son mis amigos,1
a mi no me hacen nada,1
decía macario romero parándose,1
la cabeza de una huelga me responsabilizaron y de un guardia,1
lo peor de lo peor,1
sentenciados ahora,1
nos vimos las caras,1
yo no era maldito los perros me,1
y cuando me buscan ubico levanto torturo,1
hasta pancho villa justicia va gente,1
ya todos lo saben que más les platico,1
mis manos no estan de adorno,1
las calcas,1
las misionesque me cargan con cazo las ago,1
un comando bien armado maldicion trai,1
sobre la tumba de mijo,1
la vida es solo un hilito y yo ago,1
no perdono las traicioones,1
la vista,1
ya me tienen en la lista el gobierno y los contrarios,1
somos tierra,1
diosito me regaló un pedacito del cielo,1
al mismito infierno últimas noticias,1
cuando los rodee,1
compa peso,1
los antrax al gran jt yo,1
kevin ¿cómo tá'?,1
tu te haz ganado las palmas eres un heroe jesus,1
tu te haz ganado la cruz,1
de que muera tanta gente,1
yo no quiero ser la causa,1
yo pienso muy diferente,1
jesus garcia,1
ateando mira,1
el fogonero,1
un tren,1
del tren,1
estaba jesus garcia,1
maquina 501,1
al mismito,1
los perros me,1
perdido me siento,1
ya me pegué otro,1
mi familia me espera,1
no se me quede atrás viejo,1
no sé si me has olvidado,1
me tenías tan encamado,1
la verdad que me hace falta,1
le bajé música,1
ya eché al rzr la hielera,1
"amor solo existe allá en tu reino maldita, maldita seas por siempre",1
para qué,1
a un niño maldita,1
ya se fue,1
conmigo maldido,1
si tu no valias,1
de color rosa sete aga,1
que fracases,1
le ruego al infinito,1
california sé,1
pero paso por tu casa y me dan ganas de acercarme,1
ya pedí,1
jaja y pura niña,1
linda güerita,1
tú eres mi droga,1
ya bien entrado quiero buscarte,1
sexy cómo me mira,1
vos baby,1
yo sé que me quieres de vuelta,1
dime qué ocupas,1
muchos envidian pero no saben correr eh,1
y vez me forjó un gallo,1
my boy pues,1
ahí voy como,1
sobresalí no,1
le chingué duro,1
botella ace of spades,1
no sé qué chingaos me diste,1
soy de rancho porque,1
que de acapulco,1
por qué la lealtad hoy muy cara,1
los van a identificar por claves en los corridosz,1
cuando paso por tu casa,1
hombres valientes,1
que le gano,1
era el conejo mentado,1
de zapotan nayarit,1
por que tuvieron amigos,1
mucha gente los recuerda,1
,1
al contrario hacen berrinche,1
agradecido estoy con,1
sé que tus padres no me,1
por algo soy el ondeado respetado,1
la cosas de siempre,1
soy el numero 1 de clave m1 respaldado,1
pa traumatizar,1
equipo violento,1
cuerno que,1
el sub-teniente olibon,1
y en el pueblo villa hidalgo,1
al prieto crispin,1
la judicial,1
del barrio salí,1
con confianza,1
y en la ranfla el,1
y el malecón paseando,1
los verdes a la cuenta me llegan y en paquetes,1
nunca seran olvidados,1
del mano negra mentado,1
a adolfo,1
el gobierno lo mato,1
el yoyo quedo en durango,1
camichin de jauja,1
roberto parra savala,1
no tuvo ningun amigo,1
al venado,1
san jose de mojarras,1
para degollar hay mente de varios revolucionarios,1
hasta agonizar van,1
compa gabriel) van,1
te tengo fe,1
por el bien de mi familia san juditas,1
mis hazañas buenas malas serán decisiones,1
mi hacienda para algo más familiar,1
la mente pa' el rancho me he de pelar en poco echo la mente,1
si quiero relajar,1
el respeto hacia otros me enseño todo su apoyo ella me lo dio desde adolescente me acuerdo yo y eso yo nunca lo olvido,1
mi ayuda mano,1
a la gente les doy,1
que cambio mi vida,1
charco me iré,1
rancho caitime,1
mis logros,1
todo lo que batalle pa' llegar a,1
,1
los pilotos estan tristes xq,1
me das esfuerzo para continuar,1
me has cuidado todo el tiempo del mal,1
bien camuflash,1
tu imagen llevo conmigo,1
de torturaciones balas,1
bien empecherados blindados y listos,1
soy el numero,1
cuando van pasando todos enfierrados bien encapuchados y bien camuflash,1
de torturaciones balas y explosiones,1
se activa,1
con una llamada privada,1
bien empecherados blindados,1
para levantones somos,1
nos gusta matar,1
volando cabezas al,1
porque yo a nadie le debo,1
dentro de mi troca pasear me,1
el niño de antes,1
le batalle pa' poderlo tener,1
los de la colonia,1
del sur,1
pero sin aflojar,1
le cayó la judicial,1
eh-eh cuídala,1
chau junior h tiempo,1
pa' la plebita pura doble p,1
uh ¡compa junior! que,1
ah-ah cuídala,1
cuando la marea,1
ah-ah luna,1
con el apellido,1
cuerno norinco,1
me la enfiesto,1
don mayo respaldo,1
siempre al tiro estoy,1
tito ya,1
jasiel nuñez tito double p ay,1
por si me molestan,1
un corrido quiero hacer al gran lupe,1
lo llevaron al penal,1
un buen grupito,1
tanto vagar por el mundo por diferentes caminos,1
un tiempo pasamos varias cosas que viví,1
ni dejarnos de corrientes,1
estaba jodido gracias,1
ni para que hablar los falsos,1
bien firme con quien firme esta,1
no olvido quien soy,1
bien pilas metiéndole,1
ya con billetes,1
una buena fusca,1
de hecho me gusta andar enfiestado,1
pero hay otras cosas peores solo la muerte,1
te extrañaran tus amigos,1
aguaje a,1
estados unidos de chicago,1
de guerrero,1
glock de la nada,1
con las del 70,1
salió bueno,1
rolex bélico,1
compa shrek,1
barbie huele,1
nunca quise terminar,1
por ellos todo lo hacía,1
vuelta dígame,1
ya casi vengo llegando,1
y al largo,1
pero la neta,1
mis muchachos y los guachos,1
le están pegando a la puerta,1
no está pelada puro encontrados viejito,1
le vengo a fondo,1
ya voy a medio camino,1
no supe cómo llegaron yo creo que a alguien,1
ya les intentamos negociar,1
los morros pura mota cherry,1
la firma activa junto con su plеbe,1
y mi fe,1
la pеrla,1
no hay falla,1
bebe un vodka peach,1
los siete pecados los voy a probar,1
bentley continental,1
bien pilas,1
cachas de una spider,1
vuelo pa' dubái,1
gabito puro ct,1
y pa' las shorties,1
quieren beliquear arriba,1
rirri bombones freaky,1
lucky charms,1
la firma activa junto con su plebe,1
scary movie no me pueden,1
gabito ¡oh,1
ya no estaré hoy te digo adiós,1
no le aflojo así me mirarán,1
que sea el dios,1
ya ando bien amanecido,1
ya no te espantes,1
si digo rana,1
los anillos,1
ya reporté a los de arriba todo el movimiento,1
solo que no se te olvide taparme mi cuerno,1
con la mínimi,1
el starlink en la sierra,1
te gustó el ramo de rosas,1
pisándole srt eh-eh-eh-eh eh-eh-eh-eh eh-eh-eh,1
pegue sale pa tu operación,1
porque aquí no hay regreso,1
mercedes deberías,1
todos los regalos,1
polvos de oro,1
compa jesús! fuerza regida ¡otro pedo!,1
srt arriba,1
empujando un,1
sé quién son reales,1
dior con un buen,1
bien coqueta,1
te toco perder la ultima,1
por que te amo quisiera,1
por mucho tiempo siempre,1
cosas tan maravillosas,1
tu vida le entregares,1
si en el señor tú confiares,1
"ay, amor estoy perdido amor siento tanto miedo",1
tan solo en un instante,1
te has vuelto mi,1
por que te amo sueña,1
lo feliz,1
sí le atoro si se me echan duro,1
no me dejes solo escucha,1
sueña cierra,1
bye pa,1
y me va bien saludos,1
ya me toca hacerme el sordo,1
nunca me comparo,1
a mi modo,1
"el miedo no lo conozco, tampoco diré",1
imperio gracias,1
aquí no existen corrientes solo existe un boss,1
soy el que,1
yo te seguiré queriendo amor,1
no se porqué,1
que te voy a decir te miro y muero,1
me paso,1
cuando te quiero hablar me gana la verguenza,1
que para verte,1
me volví un romántico,1
y me volví un romántico,1
soy sólo tu amante,1
soy quien de noche,1
si yo parto el queso,1
soy quien te extraña en silencio,1
soy algo más que tu amante,1
si hay una duda,1
mi palabra,1
pero eso es aparte solito,1
mis compas de bravo me brindan su mano,1
con pocas palabras los hago entender,1
yo soy muy tranquilo,1
,1
por la morelos seguro,1
cabeza rapada sin largas melenas,1
pero con astucia.....,1
a mí no me van a contar,1
la perreamos,1
de fresa,1
jefe de agallas valor,1
por eso le llaman.....,1
no tolera fallas,1
hazañas en vida,1
ya lo han comprobado tenientes sargentos,1
su sola presencia infunde,1
tan solo una mira,1
no ocupo insignia,1
el es el caiman,1
por el desierto un chavo,1
con el comanche listo pa brincar el uno al ataque orden especial checo,1
se levanto en armas,1
con calibre alto en caravana,1
un hombre diferente para atacar,1
cuando tú y yo caminamos en su santa voluntad y esque dios,1
el fulgor,1
y tus ojos pedaso de cielo solo me hacen sufrir y llorar,1
no quisiste quedarte y quedaste a la mincha,1
mis amigos ya ni me conocen,1
tanto tienes,1
cuando tuve la mantuve todo hoy me encuentro rodando en el lodo,1
he perdido el amor de mi vida,1
aquí estoy,1
,1
me veo placosón no soy del montón con,1
pero viera,1
"ay, corazón",1
extraño nada te,1
el piso veintiuno,1
no podrás olvidar,1
que como yo,1
sé que te pones coqueta,1
trato de darte,1
sin querer te espero,1
te encontré sincero y mi amor,1
esperando un aviso,1
mis hermanos ni mis familiares,1
pero tengo un amor en la vida,1
la que siempre por mi ah de rezar si te ven con dinero,1
todo mundo te va saludar,1
te di todo el control nada te convenció tú me rompiste en pedacitos,1
hasta el mundo,1
te di mi corazón,1
no vas a poder,1
no importa dónde estoy,1
que eras mía en verdad,1
tito double p ay-ay,1
tito double p ¿,1
tú tendrás tu familia,1
ellas no fallan ¿,1
mientras una puta me está bailando,1
y el vide'íto,1
y andando bien pedo,1
no quiero dormirme,1
estoy cansado,1
la que siempre por mi ah de rezar,1
ni siquiera el buen dia te,1
"te necesito tanto y pensando, sinceramente te quiero",1
me regalas la vida,1
me tiembla todo el cuerpo,1
durango a,1
los coroneles,1
las nubes negras,1
vicente que,1
estan pendientes,1
me da la misma,1
algunos sueñan,1
mi gente se enrredan conmigo unos,1
ya sabemos que tienes buen estilo va por javier,1
en guardia el r,1
amar sin entregarme jure,1
juntos luchamos por todo el pueblo yo soy el 11 soy el macho prieto acordinarse,1
aqui gonzalo me comprometo a,1
ya nos mandaron de nuevo el gobierno compadre chapo nomas los oigo pa los perros y coyotes los lobos,1
compadre mayo,1
te voy a amar,1
te quiero hacer un bebé,1
pero tú no eres una más,1
me dicen: no te enamores,1
no se los vallan,1
nos a costado cuidar la plaza y,1
les digo a todos no es un juego a nuestro,1
como yo ninguno me,1
yo me enamore de ti,1
después te miro y me pongo,1
y tú me dices tantas cosas bonitas me,1
y me altero,1
"entonces llegas, te me acercas y me abrazas me besas",1
ese escote,1
mi alucina ese short,1
caras y bocas,1
mujer bonita,1
que me cuesta,1
pero amor,1
vivo en la desesperanza,1
ya andamos de oro,1
prince forjarse,1
el juanchito,1
peliculó-ó-ón soy una superestrella,1
el spielberg,1
pero en el infierno,1
fuiste un buen amigo,1
el mini lic,1
soy de guerr'a ya muchas veces he demostrado,1
la zona norte,1
menchón al,1
todo controlado,1
la concha,1
lo que sobra,1
artillados pa la acción,1
soy nueva,1
varios topones,1
yo nunca me dejó y menos de cualquier pendejo,1
dios aquí,1
mingo todos,1
todo fuera más chingón,1
los consejos de mi apá los llevo en cuenta,1
les cuesta reconocer que voy pa riba pero,1
cuido mi espalda,1
varias patrullas me van,1
no me han contado en la guerra,1
a la muerte ya la he visto de cerquita,1
nunca me fallan 51 7,1
me navego en un convoy,1
soy gente del mayo,1
me la navego por pueblos y ranchos y en mazamitla,1
pero estan equivocados me persiguen a diestra,1
nunca me han localisado,1
muchas veces lograro pegarme pero nunca me an tumbado ni,1
si por dentro soy adrenalina me,1
si el camino,1
trabaje pa,1
siempre me cuida un equipo,1
san luis pistiaban,1
compadre zurdo,1
cartel cjng,1
que buenas carreras de caballos,1
san miguel el alto,1
yo soy andres quiero,1
que sepan,1
como me gusta escuchar norteños,1
te extraño soy muy alegre,1
jalisco de mero arandas yo soy,1
los chalecos,1
ya me conocen por la sierra,1
