Término,Frecuencia
para andar iguales,2
sin pensarlo le vas a,2
tan solo lo que tú me has dado entonces vas a,2
ni te me diste,2
los voy a poner mas locos no,2
mi cuernito,2
no quiero novatos pura gente seria quién,2
con cinco pesos te compran chocolates,2
porque tú no eres una rockstar,2
de sentimientos no,2
aprenderás a,2
porque sin ti mi vida,2
porque sé que tus labios,2
si ya se ahogo mi llanto,2
yo me voy a matar,2
si me entrega completa su alma amor infinito no le va faltar que este chavo ruko se,2
por verla segundo a segundo en que ella no esta que tengo en la mente,2
millones de ideas pa serla sentir la mujer más genial,2
para amarnos no importa la edad,2
la mala racha,2
las mujeres mas bonitas,2
trabajo calladito pa,2
para todos mis amigos,2
tu me hiciste llorar y llorar y llorar,2
de la tormenta guardo el cielo y del viento el aire,2
mi dolor,2
las plebitas,2
armamos otro hit,2
loquear nadie,2
de ese amor,2
algún galán que te conquiste,2
te compré flores y,2
por todo ese dolor,2
si empiezo por el final,2
creo que sería lo más,2
yo con ella,2
yo y mi corazón,2
solo dime que tendré de premio un beso,2
te prometo,2
te comprenderé pero ámame,2
mis flores y mi tarjeta,2
no pedirte más amor,2
te prometo no mancharte la camisa,2
tan feliz,2
yeah lo miraba de la misma,2
si me hablan de ti oh,2
soy capaz hasta de actuar indiferente,2
porque el amor de mi vida,2
de compas te invito a quedarte conmigo esta noche después de unas copas,2
donde he nacido para,2
donde me abrazabas fuerte que no soy nada discreto,2
y cuando alguien te menciona,2
no sé quedarme callado,2
"yo, yo era el amor de su vida",2
los buenos amigos,2
yo disfruté sus caricias,2
yo no supe,2
dios pero,2
de frio fumando y haciendo,2
de crystal fragil crystal todo,2
no debes lastimarlo,2
yo la hago poner malvada,2
yo jamás,2
llorando pedía que,2
como a tantos otros más de hombre a hombre siempre respeté nuestra amistad aunque,2
a tus espaldas,2
la verdad ella me,2
colorada rocha,2
que me mire,2
por compartir contigo el resto,2
sin vida hasta quedar sin vida,2
hasta ahorita no tengo,2
"para trabajar, me pinto los billetes no caen solitos",2
sin vida si recibes mis flores y mi tarjeta,2
y yo caigo,2
te traigo yo en la mente,2
willy traigo,2
el dia que te separaste de mi cabiaste,2
por tener en cuatro a ese toto,2
porque traigo lavada de fresa y coco,2
no lloro por que ando lejos de mi novia,2
ahi solo,2
me acostumbré a la rutina,2
le pedí no te enamores,2
"luego me abraza me siento bien contento, me dice eres",2
tal vez yo no seré muy fino,2
el brillito de los hombros,2
subimos unas viejas,2
de arriba pa abajo,2
desde el corazon,2
mi corazon te,2
porque tu lo haces suspirar,2
porque el amor que yo te daba era un amor a todo dar,2
eres mi amor perfecto contigo,2
estas conmigo eres sensacional,2
te amo te quiero te adoro que tu eres mi vida mi cielo,2
muero de ganas de hacerte,2
si te maldigo,2
causa de mis tormentos,2
de un tiempo a la fecha,2
mi pena mas,2
entre sus brazos yo quisiera amanecer,2
ya regreso otra,2
con una marca en la frente donde,2
un día marcara ala,2
pues el será el presidente que al mundo gobernara,2
al fin de muerto todavía te he de adorar,2
con las mujeres jose me llamo y me dicen chepe,2
la pobreza no me importa,2
mi corazón te quiere a ti porque tú lo haces suspirar porque el amor,2
les dices que soy tu amante,2
esas cosas no tienen precio,2
a una cervecita bien fría,2
ya déjense de andar,2
de seguro anda en malos pasos,2
pero yo siento,2
mendigando amor ajeno,2
pero más perra la mía que me permite tenerte,2
se picó y quiso un día tumbarme,2
todo borracho y llorando de bar,2
o les dices,2
las 2 muchachas ay,2
les dices que soy tu amante ó les dices,2
lo siento por el,2
pero mas por ti,2
pero tu deseo,2
pero ando de aquí para,2
yo prefiero que me digan,2
no tiene sentido,2
la suela roja,2
le avergonzaba no quería decirles que pedofino,2
e ecko,2
contigo quiero estar mil años,2
por tus tetas ando bizco y me pego,2
por darte amor y devolverte la alegría,2
por mí,2
a mí ya no me ruegues,2
y ahí voy yo de pendejo,2
que me vale madres,2
cuando hay billetes,2
pura mesa vip,2
me dices que nada me importa,2
"ahí te va, mi amor",2
y ahí voy yo,2
ya estamos apalabrados,2
llorar pues,2
entre tu felicidad,2
y que tu cielo jamás,2
que nadie te haga,2
fuma mota,2
por qué hacerme creer que en tu vida era indispensable,2
le olvide mi querer y déjenme que me muera recordando y bendiciendo esa mujer,2
de nuestra separacion que,2
le olvide mi querer y déjenme que me muera recordando y bendiciendo esa mujer que no se entere que estoy muriendo,2
yo siempre te doy,2
alma que,2
perdonarte com,2
porque traigo las pilas,2
que las botellas de champagne,2
ya tenía ganas de echarme unos tragos,2
le subo al estéreo,2
"hey, baby esta rola",2
te prometo que yo nunca te haré,2
jajaja fuer-za regida putas,2
buena idea,2
estoy seguro que en las noches me recuerdas,2
"tú quieres un vato, chocolate",2
yo te regalo,2
para una bella dama un caballero,2
con pistola al cinto,2
porque esta noche botamos los celulares,2
buen amigo de respeto,2
para tomar yo soy un gallo giro y el samuray,2
wey ¡uh!,2
su fortuna va creciendo,2
fuer-za regida compa jorsshh,2
el joven ahora,2
ya se la saben que,2
ya amanecido,2
le piso ala cuadrada y unos gallones pisteando,2
sepa que me duele el corazón,2
alma de taxco,2
el amor toca a mi puerta,2
ya ni llorar es bueno,2
de ti yo no fui nada que no daría,2
sol te dormiría,2
por ser en ti,2
que no daría y te lo juro,2
y pa eso,2
por escribir sobre tu cuerpo,2
pudiste ser el amor de mi vida,2
pero tú decidiste ser el amor de mi herida,2
por eso mi corazón te olvida,2
ta ta ta,2
mis amigos fuman seca,2
cuando la pongo,2
le saco la ropa le,2
entro pa,2
wey yo,2
qué lástima por ti,2
yo me pongo bien arisco,2
el amor en la mirada,2
si fuera obelisco,2
mi corazón ahora,2
salió bueno,2
porque ahora andamo en jipeta porque los boliches me dan teca,2
sepa de mi desesperacion,2
ya lo pasado,2
porque tú estás buenota,2
ponte coqueta que a mí me gustas tu y tus tetas la nena es completa,2
que estoy,2
la pena que me hace garras,2
nunca me quisiste tanto tal,2
lo digo porque olvidarme a ti no te está,2
y a mí se me hace,2
solo un amor pasajero tú,2
y yo queriéndote en serio,2
porque mueve el culo,2
si son todo re careta,2
que me falte,2
o que me falte el alma,2
de abajo venimos,2
todavía y,2
la vida da vueltas,2
y suenan guitarras,2
porqué estuvieras a mi lado,2
como si fuera una experta en mi armario,2
el único que llega a la meta,2
si te arrullo,2
qué cruel es la duda,2
con mis labios,2
de pedir y mendigarte amor ya me cansé que me digas,2
no me importa el tiempo,2
y las pequeñas cicatrices de tu piel,2
cuando te hacía como un loco el amor sabes,2
de esas veces,2
me muero primero,2
no podría jamás,2
un audio,2
me miras y siento qué me estoy,2
yo la pido a granel,2
de memoria me sé el número celular,2
el arte de probar,2
y veas que eres dueña de mi corazón,2
con el llanto,2
has llorado que camino,2
podrías enseñarme,2
tiempo yo,2
o darte la estrella más grande,2
un grande letrero que diga te quiero mi amor,2
por que tú me ames tan solo un minuto,2
de esta manera en que to quiero yo es que me fascinas me gustas,2
porque lo que quiero,2
que tarde,2
me gustas,2
viejón ahí,2
de tu dulce corazón,2
de amarte y de ver que tú ni en,2
me hace enloquecer a tu belleza,2
con esa sonrisa,2
mujeres bravas,2
a tus ojos divinos,2
ninguna mujer que,2
"ay, mira",2
de decirte te quiero me gustas,2
me encantas y es verdad,2
soy el belicón,2
pasear las fresas,2
porque tú me ames tan,2
siempre conmigo olvida,2
clemencia yo a ti te pido quiero que,2
mi vida esta en tus manos,2
me gusto tu aroma todo y tu moda,2
para mi gente “el mini,2
"las calles arden, yo estoy alerta",2
si me acompañan los plebes,2
guadalajara jalar,2
no basta quererte en mi imaginación,2
de lo que me encantan tus ojos,2
sin tener joyas muy finas,2
el boss pero,2
qué bueno que tú no estás igual que yo qué gusto verte,2
mejor yo tomo pa' andar borracho,2
y a mucha onrraaaa,2
un baby jeeter,2
negro de pra-a-a-a-a-da las fresas me encantan,2
de piel morena,2
km records,2
moviendo plumas,2
no digo quién,2
ya lo intenté,2
como le hare hay diosito tengo,2
aquí bebé,2
porque quiero que tú estés,2
como le hare pa decirle,2
las botellitas les tapo en algún privado,2
glock una,2
con un relojón y,2
son varias duras palomas,2
a menos,2
mi amigo se me acaba la fe,2
lo tengo,2
como le hare ser su amigo,2
si suspiro es porque tú eres la razón,2
china te,2
no merecías este amor,2
por esas veces,2
solo en mi cielo,2
sinhá olha,2
si nos vamos pa' la albercada?,2
me gusta andar con la plebada,2
no hay tiempo pa' rencores,2
pero no quiero flores,2
puras fresitas,2
aquí no le bajamos,2
eso nunca yo he de olvidar,2
sé que hay muchos amigos,2
el saco a la medida,2
lo bueno se da en vida,2
mi mesa,2
lo que traigo en el alma,2
no lo compra la cartera,2
esta noche me gancho,2
con amigos del rancho y aunque me lo,2
"de intentar, de soñar",2
de meterte mis besitos,2
"ay, dolor",2
ya se me acabo el orgullo,2
"ya me voy, yo ya me voy ¡qué buena peda!",2
le pegue un beso a la güera,2
blunt morras,2
conjunto de louis vouitton,2
hoy pude haber estado solo sin una gota de cariño seria un mendigo sin nocion de como amar acostumbrado sin saber,2
yo sé que apenas es lunes,2
el teniente,2
devuélveme el sentido qué,2
no quiero tu rencor,2
si en algo te ofendí yo quiero tu perdón,2
como una leona herida,2
si ayuda entre los dos defenderé mi amor,2
si tanto me has querido si estando junto a mí parece,2
del señor de los gallos,2
un tiempo fui campesino,2
un chingo de aparatos,2
y este llanto,2
los billetitos vienen pa' abajo en el humo los cacho,2
a la playa,2
de mi corazón que duro,2
te recordaré,2
en el nido,2
color dorado,2
a ti nunca te importo que lastima,2
de ver al otro que me hizo infeliz,2
y la joven,2
ya se me acabo el tesoro muerte tirana te,2
no ves que por ti muero,2
tus pensamientos de niña inmadura de lejos,2
que te crucifiquen,2
que pidas perdon,2
pa' cln,2
y quedarme ciega,2
que me falte el agua,2
con la promesa,2
con diez cajas de cerveza,2
del que me hizo criminal va,2
y al son de la balacera,2
un día voy pa' arriba y voy entregar,2
motorola y,2
el primo oyendo el,2
vvs va retumbando la rola,2
un dia voy pa riva,2
de buenas marcas me gusta,2
tu te vas y yo me voy,2
veinte años que de sentencia me den con gusto voy,2
los hermanos,2
para la ventana,2
instagram hoy,2
tu me miraste sorprendida,2
cuando uno se enamora,2
mi corazón a diario sigue soñandote no nunca te olvidaré y yo aquí seguiré todo el tiempo,2
lo nuestro acabo,2
que yo te dedique,2
y yo,2
me encajaron una tunda,2
cuando me miran cuando me miran parece,2
los valedores de la sierra,2
tu lo besaste lo abrasaste,2
me alcansaste y me dijiste,2
sin medida a un amor quisiera no quererte y no extrañarte sacarte para siempre de mi ser que cosas cuando uno quiere a alguien y da toda su vida en un instante porque las cosas no,2
solo te dije vete al diablo,2
se me reventó el barzón,2
qué cuerpo,2
con sus encantos,2
todo mi maíz,2
hace mucho tiempo,2
con tus caprichos,2
no me vengas con tonteras que caso,2
y no me guardes más rencor si tú regresas en verdad,2
tu bailabas las canciones,2
todo mundo se divertia,2
me duele tu partida,2
lo que yo amo tanto que diablos espero para ir a,2
pero yo la regué,2
babilonia navegando,2
un saludo a,2
mi chica favorita se me fue con un men que no la merecía,2
pa’ verte,2
cuernos del diablo,2
pero pienso que como tú eres no,2
ya siento tú presencia,2
con los radios,2
alma baby,2
a mi casa y todos me hablan de ti la cama vacía la,2
por que ibas a estar ocupada y que manana me hablabas,2
mi lecho no estás reconozco que,2
llanto porque ahora al,2
ese sabado por la noche,2
soledad y me estoy ahogado,2
le hable a unos compas para,2
partir y me estoy muriendo,2
el culpable mi estúpido orgullo te,2
tan fría abrazo tu almohada te quiero sentir que diablos me,2
"por fuera, la neta",2
yo me fui,2
este amor ya me ha dejado otra cruda,2
me limpié las lágrimas para esconderlo increíble,2
las ojeras te relatan,2
tú necesitas de este amor,2
dm del instagram y yo no les contesto,2
las morras quieren bailar,2
el wax ya me hizo efecto,2
el norte,2
no llueven billetes,2
la joven que adoro que,2
señor cantinero dile,2
por tu ventana,2
los rezos de mi madre,2
me estoy acostumbrando a ti,2
de tal manera,2
te soy sincero,2
tú cambiaste de la nada,2
tan fácil de ocultar me descubriste pues tenía que pasar como esconderlo si eres mi necesidad,2
mi único sueño,2
tú te sientas igual dime que si que yo me muero por probar,2
cuando sentí mariposas con los besos,2
por qué confundí las cosas,2
esta etapa de mi vida,2
ni siquiera como amigos,2
y tú no me amaste,2
que sí me imaginaba junto a ti poder estar,2
lo triste,2
pero este llanto calmará,2
no quiero estar contigo,2
lo tengo decidido,2
el dueño de tus desvelos,2
bien sabes que sigo,2
que no me has olvidado aunque tú jures,2
tu cuerpo de mí siente ganas y es que le di tantos besos,2
de la mona,2
quilá vida,2
el golfo,2
oriental la,2
qué sombra nos da afirmativo,2
porque aunque el sombrero va de lado,2
no creo que se caiga,2
norteño! ¡ajá! ¡y así suena,2
legión rg,2
neton jálese,2
me miran placosón,2
pero bajo un,2
no porque ande,2
no tenga derecho pedirle me cuide el,2
señor cuarenta,2
lo buscan y no,2
un flaco,2
la empresa,2
qué sombra nos da,2
podridos de hipocresía,2
"sí, me gusta pistear",2
mi corazón dañabas,2
mi roto corazón,2
solo te miro yo solo te miro yo y mi dolor,2
enredas mi alma,2
no entiendo razones,2
pero tú también me amas no tengo ni una duda,2
tu dizque me querías,2
pues no se me hace justo,2
de la volkswagen,2
y quise detenerte entonces,2
un saludo y ala orden,2
coro) me dicen el coyote,2
lo que jamás quise dar se me olvidaba que esta relación no es nada y me dejé llevar,2
deseando ser tu dueño entregando,2
no pude dar marcha atrás y me dejé llevar,2
y me dejé llevar,2
ya no me retractare tengo,2
por siempre ya no existirá,2
tu tan feliz y yo tan mal que triste termino el final,2
tan fácil,2
con otras pero no se quitan,2
tú me querías ilusionarme,2
para mentir ya vi,2
y para olvidar,2
porque con esas mentiras en verdad que estas podrida primero muerto que volver a verte si tú marcaste una p,2
no te olvidarás quién fui,2
y me alejé mil,2
me dediqué a no verte,2
"porque no, me critican pobrecito, pobrecito quién vive del qué",2
"porque sí, me critican",2
si no salgo,2
yo no vivo del qué,2
tendria tus amores,2
pagando muy,2
cuanto amor tengo,2
combo de mulaló,2
yo soy pobre y,2
lo que importa nos dejamos y es la misma historia nos,2
por sus hechos,2
los deportivos,2
le gusta la adrenalina,2
sinaloa por sonora,2
con que cinismo vienes a rogarme dices que lo sientes primero muerto que besar tu boca si le has metido quien sabe qué cosas eres morbosa enferma mala,2
y yo te amo de verdad me enamore de ti,2
tu me miras,2
no creí que engañarás mi cariño,2
tan solo un rencor,2
y he caido de rodillas a tus pies me enamore de ti,2
pues truncaste mi destino,2
te quedó grande en la cama,2
y a ti te,2
me tuviste y no quisiste y ahora otro toca mi piel,2
"amor, me duele",2
porque ya perdí tu amor,2
por eso quiero tomar no me importa,2
mi amor sufro por ti ingratos ojos míos porque serán así,2
porque por culpa de ellos,2
no te puedo olvidar,2
cuando te estoy mirando,2
pero bueno,2
perdio entre,2
un día devuelveme la risa la que tuve y no sabía devuelveme mi alma,2
dan inhala-la ya,2
con un don julio,2
con m hace billetes apezar de ser tan joven,2
pero solo es un motivo pa,2
la humildad es una llave que te abre todas las puertas gracias a dios,2
de ayudarle ala gente,2
eso dise claro el hombre estamos,2
del carrizal,2
del salado,2
más me gritas que no me necesitas quisiera pegarle un beso a tu boquita,2
pero sé perfectamente que no,2
de perder la dignidad,2
de besarte,2
no hablaremos de reclamos,2
no habrá enojos,2
adriana ríos,2
le digo antemano que si me gustaron pero un camarada me trajo tequila,2
pero no la nuestra agarré camino con mis amigos pa'dar la vuelta entramos,2
ahí estabas tú,2
que yo me voy pa',2
hoy estoy de pie y vengo,2
batalla me,2
hoy estoy de pie y vengo con todo para pelear la batalla me,2
y si estoy de pie,2
whats loquita,2
porque decides a regresar,2
como a un conocido no sé que habrá sido más,2
morir tarde,2
lo que yo perdí y nos despedimos no tuve sonrisa y me fui de prisa porque iba a llorar yo sé que el noto caer mi mirada no pregunto nada pero,2
le vas a contar,2
de aquel gran cariño que un día,2
yo por mi parte me voy,2
ser tu alegría a mí me interesa robarle,2
el que te haga cosquillas para que sonrías,2
dime qué tan difícil,2
para lograr que un día me miren tus ojos,2
para alguien sincera,2
me hubiera guardado los mejores besos,2
me hubiera medido y no hubiera entregado todo de mi parte,2
tú di que voy pa,2
que tengas suerte,2
hoy ando soltero,2
yo no voy a fallar,2
la mujer mi combustible,2
tal vez sea una maldición,2
tú sabes que lo nuestro,2
como puedo asimilar,2
que me vieron enfiestado,2
la vida te da mil golpes unos fuertes,2
arriba culiacán,2
mazatlán arriba,2
de mi temor,2
lo estrenas hoy y sales a la calle,2
y te has pintado la sonrisa de carmin,2
por la ventana,2
qué daño le hace mi amor,2
me la escondieron sus padres,2
ya no me importa si me dicen,2
porque sé que un amor a huevo,2
de ti no,2
de ti o quizas no,2
cuenta que ya te perdi que sabe el horoscopo de mi si aun me quedan ganas,2
donde encuentro calma si me siento solo y sin poder,2
seguir que sabe el horoscopo de mi si aun me duele cuando pienso en ti,2
me derrumbo cuando tengo ganas de,2
sé que lo ganaré,2
por eso me la jugué,2
y si me quedo en el camino quiero,2
ya quemé todas mis naves,2
la neta te perdiste de un gran amor,2
sin darme,2
tratando de reconstruir mi corazon,2
háblame de ti ojalá,2
me gustas mucho que soy capaz de darte mi vida sacrificarme por un beso tuyo seria,2
me gusta andar en el desastre,2
me gusta besarte,2
de mi compa,2
me gusta estar,2
sin ti yo me muero me gusta el caminar siempre,2
me das todo lo k pido kiero decirte,2
tus caricias tu cuerpo tus besos y tu amor sincero me das todo tu carinio,2
siempre q t miro,2
porque en mi sueño,2
porque me gustas,2
colorado yo,2
enamorado porque me gustas porque me encantas,2
por que me gustas por que me encantas por que te amo,2
por que me encantas,2
lo sisite garras,2
por que me gustas,2
me gustas mucho que soy capaz de darte mi vida sacrificarme por un beso tuyo,2
huuuuu riff1,2
déjenme aclararles soy amigo del amigo,2
no soy malo,2
esta noche me amanesco o me muero en la loquera,2
me encanta la borrachera,2
me gusta mi vida me gusta vivirla,2
aquí estoy y no me quiero ir,2
si sales con alguien,2
"la verdad, yo sí háblame de ti cuéntame",2
si tu corazón,2
porque el mío,2
me gusta perderme entre sus bocas,2
mis sueños pues,2
le doy gracias a dios hoy,2
mi vida hoy te miro a los ojos,2
tu que pensabas que solo ivas a reir tu muy confiada te lo intento,2
que no me amabas sobre acuerdo,2
"sin embargo, no hay rencores",2
tu partida,2
no puedo estar un día más ya solo siento una tempestad tal vez me va a matar tú te llevaste todo devuélveme,2
lo has dejado porque a decir verdad yo,2
con una sonrisa,2
del amor que te di en dónde,2
te vas de mí si yo también de ti estoy enamorado quiero,2
hasta el amanecer,2
la plebada activada,2
nada nos va a parar morras,2
nada me va a parar,2
sin broncas y con plata,2
entre puros criminales suena bang-bang los malandros,2
no me paró nadie,2
de los grandes del poder,2
me gusta sentirme que estoy a un,2
me gusta sentir cuando me provocan me gusta la fiesta y andar entrado,2
ya te puedo amar hoy murió la tristeza que sin ti yo,2
al mirar tu belleza hoy todo es alegría hoy,2
la angustia que,2
el corazón hoy me siento,2
completo pues,2
tengo tu amor hoy te siente,2
por fin ya eres mía hoy,2
mis penas hoy te entrego,2
no importa insoportable así eres mi amor,2
el amor insoportable así eres mi amor,2
yo crei que andaba,2
porque ahora solo quedan fotos,2
o mestre do mundo é deus jurema,2
pero tu 'apá me fio los cuadros,2
esa carita me hipnotiza y agarras el cuerno,2
mientras te paso,2
sin compromiso,2
mi razón para luchar todos los días desde lo más profundo de mi corazón,2
el alma mi regalo del cielo eres tú tan hermosa que dios te cuide y te bendiga siempre madre te amo con toda la fuerza que hay en mi vida,2
"donde quiera que yo voy, yo siempre te veo tú eras mi gran adicción",2
te amo con,2
ando chambeando,2
allá y pa',2
mamá agradecidos,2
agbara ninguém,2
intolerância a,2
los cholos que me cuidan,2
a ponta do chifre é,2
santo brasileiro trovão,2
le-lê no batuque do tambor,2
pero de amor,2
filho do quilombo,2
símbolo do povo,2
maldito miedo,2
fosa trucha,2
cuando me atrapas,2
maldito miedo me robas el aire,2
me paralizas cuando me le acerco maldito,2
me tiemblan las piernas,2
el valor me hace,2
o mestre do mundo é deus caminha,2
los maldito' andamos en el golden,2
ese palomo,2
hablando así no sabe que,2
con tus dardos,2
el tiempo seguirá su marcha,2
y a su fin él llegará,2
no creo que podrás cambiar tu celos,2
hoy dime si sabes amar,2
los mande sin ojos,2
pero los culpables,2
un acordeón triste quedo sin su dueño,2
todo mi amor,2
yo te entregué todo,2
al matar,2
tanto tiempo en el negocio,2
pero aun no me ha tocado,2
la número,2
una mujer inalcanzable eres tú,2
juliantla ese,2
que de luz de sol,2
cómo extraño,2
no le dieron tiempo a nada,2
si es que lo saben bailar julio,2
no les pudo disparar le,2
tambien del chapo guzman a,2
mi cancion el despreciado,2
así quiero tenerte,2
así quiero estrecharte besar,2
yo quisiera y todas tus caricias,2
como te quiero y que en tu alma sientas,2
el maldito licor,2
el maldito licor solo me ace,2
hola jugando,2
otra vez de brasero,2
lo sabías bien,2
dando as cartas,2
para llevarla a bailar al cuartel,2
una noche,2
mal amor,2
mal amor que te cruzaste en mi camino,2
de la vida nadie me la,2
somos gente seria traemos la bandera,2
un ranchero,2
yo gane mucha plata,2
a mi mujer infiel,2
dios mio dime,2
solo dinos cuál,2
mis pobres hijos,2
engañaste a,2
con su madre tan cruel,2
que los parientes,2
te tienes que mover para alejar la ruina,2
porque hoy en día aquí,2
molacho te,2
mi estilo,2
yo sí brindo mi mano,2
el hambre no espera,2
pero desespera y para calmarla no hay que atenerse a nadie,2
el dinero va y viene y falsas amistades,2
el hambre es canija,2
cuando nada brilla,2
no se arrima nadie,2
hasta que un buen día,2
todo tu querer siento,2
si te decepcioné,2
tu loca vanidad me alucinó,2
que padezcas lentamente,2
que te llore el corazón,2
que te engañen de repente,2
con llanto y sentimiento,2
y ahogaré mi dolor,2
"tus caricias, tus besos",2
este amargo dolor,2
no puedo resistir,2
condenado a morir está mi corazón,2
maldigo tu camino,2
y maldito,2
pero vendito,2
quien y va a pensar,2
dos veces perdí mi tierra,2
kikiri fua kikiri fua soy mariguano,2
fua kikiri fua soy mariguano,2
ya és ora de olvidar,2
con las valentino bata versace,2
un deportivo se ve haciendo ruido kilos,2
allá en el barrio,2
ay alguién que me quiere mientras tu me desprecias,2
yo también me equivoqué,2
contigo me he sentido más,2
pero ya me cansé,2
no te cansas de gritármelo,2
pero a la luz del día,2
blue label,2
ella quince,2
juan sabor,2
pero estoy adherido estoy,2
me agarró fuerte la cara,2
de corazón,2
me amas te amo,2
tus besos ciento,2
por ti eh,2
me aces falta,2
cuando quieras abrazarme,2
ivan guzman,2
ah ivana,2
el ramo,2
dios maldice,2
ni dónde vivo,2
no sé ni cómo me llamo,2
ella me bate,2
de repente su mirada en mis ojos,2
ni me vuelvo a enamorar,2
yo la estaba mirando desde que,2
un tatuaje en la espalda negra la minifalda zapatos,2
y bate que bate,2
you make me feel amazing y,2
maybe we can try again?,2
maybe we can try again? ¿,2
no comprendo todo lo que pasa no,2
todo en la vida me ha costado muy caro,2
dios que me ha cuidado,2
a paso lento,2
ya se marchitaron,2
todo el jardín,2
lo he dejado abandonado,2
"snake, snake ah snake ah!",2
que yo besaba,2
no quiero saber,2
el que tengas escondido el que nadie,2
no estoy contigo mueres de tristeza pues,2
por que razón no me expreso,2
cuando pienso en ti corazón,2
cush de cali,2
system te,2
me subí hasta la nube más alta y tirarme a matar de verdad y olvidar a una ingrata,2
me colmó todo el cuerpo de besos,2
me canse de morir por tu amor,2
lo que a nadie jamás,2
solo amor voy a darte,2
no quiero hacerte mal pero,2
otra salida y es que el amor a fuerza no,2
una reina serás para mí en tu casa serás una santa yo jamás pensaré,2
cuando todo mi mal,2
yo soy pobre,2
como si jamás nos,2
explícame cómo,2
cuando yo me encontraba llorando,2
me bien y me ba,2
bien relajado quemando,2
ya no me mandes decir que no me quieres,2
si quieres volverme a ver,2
invéntame y,2
lo que en mí te gustó,2
invéntame y dale,2
con lo que tengas guardo,2
que ami,2
tu camino,2
tu traición,2
juan ramos y,2
"sí, sé que has querido volver",2
juan colorado ya,2
así me los como yo en caliente,2
como el águila,2
la bolsa birkin,2
mario portillo,2
y para siempre,2
le gusta jalar la banda,2
las cachas de su pistola,2
de sinaloa,2
gameleira morena,2
uma moça em,2
por donde,2
porque mi cora,2
victoria de victoria,2
y el jardín,2
tu morra me dice: qué maravilla que,2
el cartiersón rosa,2
polvo rosita,2
si he matado a un gran amigo,2
se olvida que yo fui el hombre,2
cuando la lancha,2
y las chamacas pickies me prenden,2
movidón me la paso,2
ya tengo mucho dinero,2
te iba a llevar prisionero,2
pero te prefiero muerto,2
de eso no tenga,2
con morirme había soñado en las manos de un valiente,2
no le des besos,2
van traigo,2
juan colorado,2
que soy buen amante que puedo hacerte mía,2
los días donde caminaba entre las veredas,2
con mis armas largas peinando la sierra,2
una banda que me dé la bienvenida,2
un abrazo que me cure,2
soy javier,2
joaquín ahí,2
mí ahí,2
son las órdenes del jefe,2
mar o,2
se puso minifalda pues,2
pero yo me resisto yo no quiero nada de amor,2
seguiré pa,2
más fuerte mejor,2
más fuerte que hércules lo que no te mata dicen te,2
fuera verdad,2
te enamoras que no valga la pena porque a mí me,2
con el teatro y terminemos con el teatro porque la vida es así a veces color de rosa,2
mejor le das tú por tu lado yo me voy,2
romance a,2
si este,2
el gato qué caso tiene continuar,2
ya ni te aguanto estoy cansado de pelear y de vivir todos los días como el perro,2
hoy mostraré que lo nuestro,2
palabra te puedo amar más,2
que soy buen amante y no necesito,2
hacer sentir mujer hoy sabrás,2
mirada te,2
lo siento pero soy un hombre libre,2
tu mirada me emociona y ahora si me siento vivo antes de ti no,2
de que yo era casado,2
amigo sé,2
me siento mal pero eres parte de mis días,2
por amarte mas voy,2
te veniste a,2
y ahora estás aquí,2
te has adueñado de mis sentimientos,2
no me puedan alcanzar llévatela,2
aquí traigo a mis hermanos,2
donde sus perversos besos,2
donde no la mire,2
con un gallo,2
tú y yo nomás,2
si me toca morir mañana,2
si conmigo te dejaste,2
la infalible solución,2
soy gallo jugado,2
y sé que tienes para mi mal,2
el que me haya fingido tantos besos,2
ella me dejo el sabor de un mal amor,2
el que me haya mirado como si yo fuera nadie,2
ella tan solo se limita a,2
cualquier momento,2
con respeto le llamo mi amante,2
un tesoro escondido ella,2
mi adoracion ahora,2
yo al cielo pido vuelvas a mi nunca,2
encontrarte las alas te ee de cortar para,2
eres droga que me mata y en ti gasto,2
son mi visión,2
mi apa,2
m lacras,2
el 3 pilas,2
soy gallo finbo,2
un ritmo que late fuerte,2
de aquí,2
venga conmigo yo me encargo del camino,2
yo sin usted,2
algún día mi cabeza,2
va a colapsar,2
mi cabeza va a explotar,2
pero todo está muy bien y todo está muy mal,2
solo de dañas más,2
hola mi niño,2
llega la obscuridad me,2
lo que sentimos los dos,2
aún puedo verme en tus ojos,2
yo sé muy bien que tú me amaste,2
me duele verte,2
mía solo,2
tal vez fue tu cobardía,2
sé que hay en tu corazón,2
gabino barrera,2
cuando me abandonas y me quedo solo,2
entre el cielo,2
ya no me conozco,2
los del roble,2
me voy de este mundo,2
pues en cada esquina te busque solo tú eres la persona,2
por eso mi amigo yo la disfruto,2
yo me paseo con mis amigos,2
"mi abuelo, mi abuelo",2
el que persevera,2
cómo te chilla la ardilla,2
no beneputiza ojos,2
te quiero pa,2
creo que me deshidraté,2
la llené de botes me,2
ya tengo tres días hidratándome,2
pero tu que me has dado golpes en el corazon,2
vamos de farra,2
o si usted gusta,2
yo soy tu gomi-gomi-gomi-gomi-gominola yo soy tu gominola,2
uah y,2
joyas caras,2
lo que de niño,2
las traigo con antitanques,2
la mente de acero,2
de donde vengo,2
a los guachos,2
yo me considero loco,2
insta hoy tú no llegas a dormir,2
enfermedad en mis venas,2
mi cuerno me mira,2
la boina de sargento,2
"ahí nos vemos, barbón",2
la bebe te ves bonita fumándole,2
